participantId,task,format,response,start_time,end_time,duration_sec,help_count
672d98919cc177d28c204e76,reading-task-tabular-3,json5,2,1744921329054,1744921379624,50.57,0
672d98919cc177d28c204e76,reading-task-tabular-4,json5,Bob,1744921386102,1744921411288,25.186,0
672d98919cc177d28c204e76,reading-task-tabular-5,json5,"['Bob', 'Alice']",1744921416245,1744921476249,60.004,0
66b0d065329001a04e5ae671,reading-task-tabular-1,json,87,1746522916340,1746522990565,74.225,0
66b0d065329001a04e5ae671,reading-task-tabular-2,json,quiz2,1746522999162,1746523056125,56.963,0
66b0d065329001a04e5ae671,reading-task-tabular-3,json,4,1746523059087,1746523106461,47.374,0
66b0d065329001a04e5ae671,reading-task-tabular-4,json,Bob,1746523110424,1746523195349,84.925,0
66b0d065329001a04e5ae671,reading-task-tabular-5,json,['Alice'],1746523198678,1746523377509,178.831,0
67f1a4f8dd44e7cd5adffa29,reading-task-tabular-1,json5,87,1746387904064,1746388233339,329.275,0
67f1a4f8dd44e7cd5adffa29,reading-task-tabular-2,json5,quiz2,1746388245562,1746388456395,210.833,0
67f1a4f8dd44e7cd5adffa29,reading-task-tabular-3,json5,4,1746388466843,1746388634642,167.799,0
67f1a4f8dd44e7cd5adffa29,reading-task-tabular-4,json5,Bob,1746388640535,1746388695842,55.307,0
67f1a4f8dd44e7cd5adffa29,reading-task-tabular-5,json5,['Alice'],1746388702110,1746388995770,293.66,0
5e3b5fa9255e7a37bc841135,reading-task-tabular-1,json,87,1746391122811,1746391194590,71.779,0
5e3b5fa9255e7a37bc841135,reading-task-tabular-2,json,quiz2,1746391202667,1746391255072,52.405,0
5e3b5fa9255e7a37bc841135,reading-task-tabular-3,json,4,1746391262467,1746391284309,21.842,0
5e3b5fa9255e7a37bc841135,reading-task-tabular-4,json,Bob,1746391292767,1746391313411,20.644,0
5e3b5fa9255e7a37bc841135,reading-task-tabular-5,json,"['Bob', 'Alice']",1746391318990,1746391382660,63.67,0
677c52fe648cd68583dd3b1e,reading-task-tabular-1,xml,87,1746144176778,1746144332840,156.062,0
677c52fe648cd68583dd3b1e,reading-task-tabular-2,xml,quiz2,1746144339815,1746144494839,155.024,0
677c52fe648cd68583dd3b1e,reading-task-tabular-3,xml,4,1746144503066,1746144584994,81.928,0
677c52fe648cd68583dd3b1e,reading-task-tabular-4,xml,Bob,1746144597015,1746144664459,67.444,0
677c52fe648cd68583dd3b1e,reading-task-tabular-5,xml,"['Bob', 'Alice']",1746144671128,1746144745135,74.007,0
5d30dfa68b1523000134878f,reading-task-tabular-1,json,87,1745929616468,1745929663512,47.044,0
5d30dfa68b1523000134878f,reading-task-tabular-2,json,quiz2,1745929668475,1745929735388,66.913,0
5d30dfa68b1523000134878f,reading-task-tabular-3,json,4,1745929739479,1745929765542,26.063,0
5d30dfa68b1523000134878f,reading-task-tabular-4,json,Bob,1745929768636,1745929812255,43.619,0
5d30dfa68b1523000134878f,reading-task-tabular-5,json,"['Bob', 'Alice']",1745929814790,1745929859601,44.811,0
671a519900a99ebc15a67672,reading-task-tabular-1,yaml,87,1746389316642,1746389416499,99.857,0
671a519900a99ebc15a67672,reading-task-tabular-2,yaml,quiz2,1746389432579,1746389548343,115.764,0
671a519900a99ebc15a67672,reading-task-tabular-3,yaml,2,1746389557537,1746389705202,147.665,0
671a519900a99ebc15a67672,reading-task-tabular-4,yaml,Bob,1746389715416,1746389802514,87.098,0
671a519900a99ebc15a67672,reading-task-tabular-5,yaml,"['Bob', 'Alice', 'Eve']",1746389811216,1746389920742,109.526,0
672ca6c0324ac26cdc0dd298,reading-task-tabular-1,json5,87,1746522988434,1746523018304,29.87,0
672ca6c0324ac26cdc0dd298,reading-task-tabular-2,json5,quiz2,1746523027189,1746523085155,57.966,0
672ca6c0324ac26cdc0dd298,reading-task-tabular-3,json5,2,1746523095696,1746523145582,49.886,0
672ca6c0324ac26cdc0dd298,reading-task-tabular-4,json5,Eve,1746523155541,1746523244385,88.844,0
672ca6c0324ac26cdc0dd298,reading-task-tabular-5,json5,['Alice'],1746523254305,1746523363219,108.914,0
67d7fa657f5ac0292a291a38,reading-task-tabular-1,hjson,87,1746145047840,1746145111475,63.635,0
67d7fa657f5ac0292a291a38,reading-task-tabular-2,hjson,quiz2,1746145122683,1746145283371,160.688,0
67d7fa657f5ac0292a291a38,reading-task-tabular-3,hjson,2,1746145294286,1746145398254,103.968,0
67d7fa657f5ac0292a291a38,reading-task-tabular-4,hjson,Bob,1746145407140,1746145549830,142.69,0
67d7fa657f5ac0292a291a38,reading-task-tabular-5,hjson,"['Bob', 'Alice']",1746145556986,1746145776090,219.104,0
677d185800ab83d1b0185d82,reading-task-tabular-1,jsonc,87,1746149182666,1746149307787,125.121,0
677d185800ab83d1b0185d82,reading-task-tabular-2,jsonc,quiz2,1746149319841,1746149487226,167.385,0
677d185800ab83d1b0185d82,reading-task-tabular-3,jsonc,2,1746149501582,1746149593149,91.567,0
677d185800ab83d1b0185d82,reading-task-tabular-4,jsonc,Eve,1746149603449,1746149697676,94.227,0
677d185800ab83d1b0185d82,reading-task-tabular-5,jsonc,['Alice'],1746149714309,1746149948332,234.023,0
5b68c9eb87af310001584803,reading-task-tabular-1,json5,87,1746383766694,1746383825624,58.93,0
5b68c9eb87af310001584803,reading-task-tabular-2,json5,quiz2,1746383830464,1746383880984,50.52,0
5b68c9eb87af310001584803,reading-task-tabular-3,json5,4,1746383886449,1746383924048,37.599,2
5b68c9eb87af310001584803,reading-task-tabular-4,json5,Bob,1746383932171,1746383963769,31.598,0
5b68c9eb87af310001584803,reading-task-tabular-5,json5,"['Alice', 'Bob']",1746383968785,1746384007112,38.327,0
6784ff2095dd9b97e969b01f,reading-task-tabular-1,jsonc,87,1746390279134,1746390536276,257.142,0
6784ff2095dd9b97e969b01f,reading-task-tabular-2,jsonc,quiz2,1746390546530,1746390718114,171.584,0
6784ff2095dd9b97e969b01f,reading-task-tabular-3,jsonc,4,1746390723901,1746390816835,92.934,0
6784ff2095dd9b97e969b01f,reading-task-tabular-4,jsonc,Bob,1746390824277,1746390867328,43.051,0
6784ff2095dd9b97e969b01f,reading-task-tabular-5,jsonc,"['Bob', 'Alice', 'Eve']",1746390873672,1746390943406,69.734,0
67eff2b1a264260e948a4d14,reading-task-tabular-1,xml,87,1746389963694,1746390228465,264.771,0
67eff2b1a264260e948a4d14,reading-task-tabular-2,xml,quiz2,1746390237385,1746390420137,182.752,0
67eff2b1a264260e948a4d14,reading-task-tabular-3,xml,4,1746390427737,1746390472938,45.201,0
67eff2b1a264260e948a4d14,reading-task-tabular-4,xml,Bob,1746390477661,1746390525013,47.352,0
67eff2b1a264260e948a4d14,reading-task-tabular-5,xml,['Bob'],1746390528757,1746390585100,56.343,0
5ecc71c95c92c2000a9e9a19,reading-task-tabular-1,jsonc,87,1746231649036,1746231712436,63.4,0
5ecc71c95c92c2000a9e9a19,reading-task-tabular-2,jsonc,quiz2,1746231716489,1746231758660,42.171,0
5ecc71c95c92c2000a9e9a19,reading-task-tabular-3,jsonc,4,1746231761557,1746231794203,32.646,0
5ecc71c95c92c2000a9e9a19,reading-task-tabular-4,jsonc,Bob,1746231796476,1746231836564,40.088,0
5ecc71c95c92c2000a9e9a19,reading-task-tabular-5,jsonc,"['Bob', 'Alice']",1746231838700,1746231886508,47.808,0
61267b828ead584bcf092e35,reading-task-tabular-1,hjson,87,1746234231046,1746234389600,158.554,0
61267b828ead584bcf092e35,reading-task-tabular-2,hjson,quiz2,1746234398083,1746234489851,91.768,0
61267b828ead584bcf092e35,reading-task-tabular-3,hjson,4,1746234495013,1746234546621,51.608,0
61267b828ead584bcf092e35,reading-task-tabular-4,hjson,Bob,1746234551503,1746234609316,57.813,0
61267b828ead584bcf092e35,reading-task-tabular-5,hjson,"['Bob', 'Alice']",1746234615623,1746234812287,196.664,0
6501c0a2e788b5556c24569d,reading-task-tabular-1,xml,87,1746526539633,1746526603235,63.602,0
6501c0a2e788b5556c24569d,reading-task-tabular-2,xml,quiz2,1746526611546,1746526643896,32.35,0
6501c0a2e788b5556c24569d,reading-task-tabular-3,xml,4,1746526650633,1746526675534,24.901,0
6501c0a2e788b5556c24569d,reading-task-tabular-4,xml,Bob,1746526682834,1746526701708,18.874,0
6501c0a2e788b5556c24569d,reading-task-tabular-5,xml,"['Bob', 'Alice']",1746526706805,1746526726138,19.333,0
637d8ca00150ac6e71a34ec9,reading-task-tabular-1,yaml,87,1746144236333,1746144333168,96.835,0
637d8ca00150ac6e71a34ec9,reading-task-tabular-2,yaml,quiz2,1746144348163,1746144418641,70.478,0
637d8ca00150ac6e71a34ec9,reading-task-tabular-3,yaml,4,1746144429878,1746144454137,24.259,0
637d8ca00150ac6e71a34ec9,reading-task-tabular-4,yaml,Bob,1746144461218,1746144495312,34.094,0
637d8ca00150ac6e71a34ec9,reading-task-tabular-5,yaml,['Eve'],1746144500209,1746144631624,131.415,0
67cb01a82dda2577eb6ee320,reading-task-tabular-1,json,87,1746393251647,1746393747417,495.77,0
67cb01a82dda2577eb6ee320,reading-task-tabular-2,json,quiz2,1746393754153,1746393828160,74.007,0
67cb01a82dda2577eb6ee320,reading-task-tabular-3,json,4,1746393832918,1746393923306,90.388,0
67cb01a82dda2577eb6ee320,reading-task-tabular-4,json,Bob,1746393926865,1746393990801,63.936,0
67cb01a82dda2577eb6ee320,reading-task-tabular-5,json,"['Alice', 'Bob']",1746393995040,1746394121316,126.276,0
67e17bac09359e09118892b4,reading-task-tabular-1,json5,87,1746146633576,1746146734366,100.79,0
67e17bac09359e09118892b4,reading-task-tabular-2,json5,quiz2,1746146741191,1746146814500,73.309,0
67e17bac09359e09118892b4,reading-task-tabular-3,json5,4,1746146818224,1746146893411,75.187,0
67e17bac09359e09118892b4,reading-task-tabular-4,json5,Bob,1746146900790,1746147118971,218.181,0
67e17bac09359e09118892b4,reading-task-tabular-5,json5,['Alice'],1746147124366,1746147238344,113.978,0
6606b31155457e4f162ecf5a,reading-task-tabular-1,json5,87,1746548022118,1746548127736,105.618,1
6606b31155457e4f162ecf5a,reading-task-tabular-2,json5,quiz2,1746548136636,1746548214606,77.97,0
6606b31155457e4f162ecf5a,reading-task-tabular-3,json5,4,1746548219248,1746548271425,52.177,0
6606b31155457e4f162ecf5a,reading-task-tabular-4,json5,Bob,1746548276594,1746548345711,69.117,0
6606b31155457e4f162ecf5a,reading-task-tabular-5,json5,"['Bob', 'Alice']",1746548353480,1746548441140,87.66,0
63e5b3e89a3823139cb9d35e,reading-task-tabular-1,toml,87,1746550315215,1746550535335,220.12,0
63e5b3e89a3823139cb9d35e,reading-task-tabular-2,toml,quiz2,1746550540823,1746550602199,61.376,0
63e5b3e89a3823139cb9d35e,reading-task-tabular-3,toml,4,1746550606464,1746550703831,97.367,0
63e5b3e89a3823139cb9d35e,reading-task-tabular-4,toml,Bob,1746550706587,1746550752895,46.308,0
63e5b3e89a3823139cb9d35e,reading-task-tabular-5,toml,"['Bob', 'Alice']",1746550756113,1746550870007,113.894,0
66bb6b7e0ccbed81f3ed30a8,reading-task-tabular-1,xml,87,1746383853607,1746384104098,250.491,3
66bb6b7e0ccbed81f3ed30a8,reading-task-tabular-2,xml,quiz2,1746384110847,1746384183234,72.387,0
66bb6b7e0ccbed81f3ed30a8,reading-task-tabular-3,xml,2,1746384190836,1746384224954,34.118,0
66bb6b7e0ccbed81f3ed30a8,reading-task-tabular-4,xml,Bob,1746384229451,1746384264442,34.991,0
66bb6b7e0ccbed81f3ed30a8,reading-task-tabular-5,xml,"['Bob', 'Alice', 'Eve']",1746384272578,1746384343634,71.056,0
6753746b1f8827e2bd586bf0,reading-task-tabular-1,xml,77,1746384045729,1746384063288,17.559,0
6753746b1f8827e2bd586bf0,reading-task-tabular-2,xml,quiz2,1746384071007,1746384118014,47.007,0
6753746b1f8827e2bd586bf0,reading-task-tabular-3,xml,5,1746384123822,1746384257399,133.577,0
6753746b1f8827e2bd586bf0,reading-task-tabular-4,xml,Bob,1746384265515,1746384328913,63.398,0
6753746b1f8827e2bd586bf0,reading-task-tabular-5,xml,"['Bob', 'Eve', 'Alice']",1746384335476,1746384425791,90.315,0
67cd944859dabbd1d4552d39,reading-task-tabular-1,json,87,1746384710770,1746384819340,108.57,0
67cd944859dabbd1d4552d39,reading-task-tabular-2,json,quiz2,1746384829000,1746384937325,108.325,0
67cd944859dabbd1d4552d39,reading-task-tabular-3,json,4,1746384945703,1746385020309,74.606,0
67cd944859dabbd1d4552d39,reading-task-tabular-4,json,Bob,1746385027027,1746385096893,69.866,0
67cd944859dabbd1d4552d39,reading-task-tabular-5,json,"['Bob', 'Alice']",1746385100652,1746385164456,63.804,0
57c357770e6a1f00015f6038,reading-task-tabular-1,json,87,1746384102976,1746384131584,28.608,0
57c357770e6a1f00015f6038,reading-task-tabular-2,json,quiz2,1746384139355,1746384176866,37.511,0
57c357770e6a1f00015f6038,reading-task-tabular-3,json,4,1746384180312,1746384192266,11.954,0
57c357770e6a1f00015f6038,reading-task-tabular-4,json,Bob,1746384196305,1746384216267,19.962,0
57c357770e6a1f00015f6038,reading-task-tabular-5,json,"['Bob', 'Alice']",1746384220775,1746384242417,21.642,0
67d188bcc201cc08eac23f92,reading-task-tabular-1,json5,87,1746145742216,1746145794007,51.791,0
67d188bcc201cc08eac23f92,reading-task-tabular-2,json5,quiz2,1746145802137,1746145871475,69.338,0
67d188bcc201cc08eac23f92,reading-task-tabular-3,json5,5,1746145880309,1746146052283,171.974,0
67d188bcc201cc08eac23f92,reading-task-tabular-4,json5,Bob,1746146059200,1746146110067,50.867,0
67d188bcc201cc08eac23f92,reading-task-tabular-5,json5,['Alice'],1746146120927,1746146179382,58.455,0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-1,yaml,87,1746160157117,1746160289540,132.423,0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-2,yaml,quiz2,1746160300092,1746160356437,56.345,0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-3,yaml,2,1746160360953,1746160434849,73.896,0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-4,yaml,Bob,1746160441726,1746160655363,213.637,0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-5,yaml,"['Bob', 'Alice']",1746160660768,1746160788346,127.578,0
66781db404eab5e142f849d9,reading-task-tabular-1,jsonc,77,1746497712786,1746497839704,126.918,0
66781db404eab5e142f849d9,reading-task-tabular-2,jsonc,quiz2,1746497874153,1746498020342,146.189,0
66781db404eab5e142f849d9,reading-task-tabular-3,jsonc,4,1746498028506,1746498061279,32.773,0
66781db404eab5e142f849d9,reading-task-tabular-4,jsonc,Eve,1746498070391,1746498112975,42.584,0
66781db404eab5e142f849d9,reading-task-tabular-5,jsonc,"['Alice', 'Bob']",1746498120884,1746498252513,131.629,0
667c2175b570aa694ce2f63c,reading-task-tabular-1,toml,87,1746394920814,1746395033934,113.12,0
667c2175b570aa694ce2f63c,reading-task-tabular-2,toml,quiz2,1746395046627,1746395106812,60.185,0
667c2175b570aa694ce2f63c,reading-task-tabular-3,toml,4,1746395113386,1746395144076,30.69,0
667c2175b570aa694ce2f63c,reading-task-tabular-4,toml,Bob,1746395148620,1746395194493,45.873,0
667c2175b570aa694ce2f63c,reading-task-tabular-5,toml,"['Alice', 'Bob']",1746395197894,1746395304347,106.453,0
67d1283c8f6169900d0072d2,reading-task-tabular-1,yaml,87,1745934693291,1745934806121,112.83,0
67d1283c8f6169900d0072d2,reading-task-tabular-2,yaml,quiz1,1745934819964,1745934923698,103.734,0
67d1283c8f6169900d0072d2,reading-task-tabular-3,yaml,3,1745934942311,1745935037871,95.56,0
67d1283c8f6169900d0072d2,reading-task-tabular-4,yaml,Bob,1745935051644,1745935116345,64.701,0
67d1283c8f6169900d0072d2,reading-task-tabular-5,yaml,"['Bob', 'Alice']",1745935123546,1745935153981,30.435,0
5f29eff59714081a3594a331,reading-task-tabular-1,json,87,1746144355402,1746144512808,157.406,0
5f29eff59714081a3594a331,reading-task-tabular-2,json,quiz2,1746144525559,1746144718836,193.277,0
5f29eff59714081a3594a331,reading-task-tabular-3,json,4,1746144724844,1746144759412,34.568,0
5f29eff59714081a3594a331,reading-task-tabular-4,json,Bob,1746144765103,1746144827052,61.949,0
5f29eff59714081a3594a331,reading-task-tabular-5,json,"['Bob', 'Alice']",1746144839532,1746144987841,148.309,0
65be552ceed6a0595fa1feb5,reading-task-tabular-1,json,87,1746384252122,1746384271576,19.454,0
65be552ceed6a0595fa1feb5,reading-task-tabular-2,json,quiz2,1746384280191,1746384313710,33.519,0
65be552ceed6a0595fa1feb5,reading-task-tabular-3,json,3,1746384319515,1746384350603,31.088,0
65be552ceed6a0595fa1feb5,reading-task-tabular-4,json,Bob,1746384371639,1746384415788,44.149,0
65be552ceed6a0595fa1feb5,reading-task-tabular-5,json,['Bob'],1746384422185,1746384457658,35.473,0
6577a27da9f5297d49f38e6f,reading-task-tabular-1,hjson,87,1746156760819,1746156974477,213.658,1
6577a27da9f5297d49f38e6f,reading-task-tabular-2,hjson,quiz2,1746156984194,1746157067564,83.37,0
6577a27da9f5297d49f38e6f,reading-task-tabular-3,hjson,4,1746157072051,1746157102167,30.116,0
6577a27da9f5297d49f38e6f,reading-task-tabular-4,hjson,Bob,1746157105603,1746157124485,18.882,0
6577a27da9f5297d49f38e6f,reading-task-tabular-5,hjson,"['Bob', 'Alice', 'Eve']",1746157129966,1746157178005,48.039,0
67eefd0739d752c54dd52686,reading-task-tabular-1,toml,77,1746149745342,1746149824059,78.717,0
67eefd0739d752c54dd52686,reading-task-tabular-2,toml,quiz2,1746149833623,1746149978199,144.576,0
67eefd0739d752c54dd52686,reading-task-tabular-3,toml,3,1746149982857,1746150033294,50.437,0
67eefd0739d752c54dd52686,reading-task-tabular-4,toml,Bob,1746150038893,1746150165086,126.193,0
67eefd0739d752c54dd52686,reading-task-tabular-5,toml,"['Alice', 'Bob']",1746150170324,1746150247754,77.43,0
67e12acb51605ac16c227598,reading-task-tabular-1,jsonc,87,1746144852111,1746144911376,59.265,0
67e12acb51605ac16c227598,reading-task-tabular-2,jsonc,quiz2,1746144919406,1746145046504,127.098,0
67e12acb51605ac16c227598,reading-task-tabular-3,jsonc,2,1746145051683,1746145107098,55.415,0
67e12acb51605ac16c227598,reading-task-tabular-4,jsonc,Bob,1746145111961,1746145163573,51.612,0
67e12acb51605ac16c227598,reading-task-tabular-5,jsonc,"['Bob', 'Alice', 'Eve']",1746145170877,1746145231864,60.987,0
67d9788747176969d8d0fa1d,reading-task-tabular-1,hjson,87,1746385271587,1746385405593,134.006,0
67d9788747176969d8d0fa1d,reading-task-tabular-2,hjson,quiz2,1746385422195,1746385555841,133.646,0
67d9788747176969d8d0fa1d,reading-task-tabular-3,hjson,4,1746385566696,1746385734644,167.948,0
67d9788747176969d8d0fa1d,reading-task-tabular-4,hjson,Bob,1746385743852,1746385824883,81.031,0
67d9788747176969d8d0fa1d,reading-task-tabular-5,hjson,['Alice'],1746385831447,1746385907893,76.446,0
669a84e18da4349ece0ea67c,reading-task-tabular-1,xml,77,1746529471302,1746529588981,117.679,0
669a84e18da4349ece0ea67c,reading-task-tabular-2,xml,quiz2,1746529596411,1746529651039,54.628,0
669a84e18da4349ece0ea67c,reading-task-tabular-3,xml,3,1746529674770,1746529747276,72.506,0
669a84e18da4349ece0ea67c,reading-task-tabular-4,xml,Bob,1746529755234,1746529786650,31.416,0
669a84e18da4349ece0ea67c,reading-task-tabular-5,xml,"['Bob', 'Eve', 'Alice']",1746529791093,1746529907841,116.748,0
67d548b5aa5737666a77a6d2,reading-task-tabular-1,json5,77,1746146719823,1746146954422,234.599,0
67d548b5aa5737666a77a6d2,reading-task-tabular-2,json5,quiz2,1746146980505,1746147076420,95.915,0
67d548b5aa5737666a77a6d2,reading-task-tabular-3,json5,2,1746147085112,1746147209834,124.722,0
67d548b5aa5737666a77a6d2,reading-task-tabular-4,json5,Alice,1746147216246,1746147329501,113.255,0
67d548b5aa5737666a77a6d2,reading-task-tabular-5,json5,['Eve'],1746147334851,1746147457358,122.507,0
67ab57e88fd0774428bd1f32,reading-task-tabular-1,xml,87,1746148297294,1746148363979,66.685,0
67ab57e88fd0774428bd1f32,reading-task-tabular-2,xml,quiz2,1746148377530,1746148477383,99.853,0
67ab57e88fd0774428bd1f32,reading-task-tabular-3,xml,4,1746148486238,1746148596490,110.252,0
67ab57e88fd0774428bd1f32,reading-task-tabular-4,xml,Bob,1746148605308,1746148746362,141.054,0
67ab57e88fd0774428bd1f32,reading-task-tabular-5,xml,['Eve'],1746148753504,1746148874792,121.288,0
667983594f7d5d70a78c6e5a,reading-task-tabular-1,json,87,1746144988411,1746145380401,391.99,0
667983594f7d5d70a78c6e5a,reading-task-tabular-2,json,quiz2,1746145386401,1746145490431,104.03,0
667983594f7d5d70a78c6e5a,reading-task-tabular-3,json,4,1746145496880,1746145529169,32.289,0
667983594f7d5d70a78c6e5a,reading-task-tabular-4,json,Bob,1746145533744,1746145575584,41.84,0
667983594f7d5d70a78c6e5a,reading-task-tabular-5,json,"['Bob', 'Alice']",1746145578827,1746145678509,99.682,0
67f913a9b5c79e960807c7e3,reading-task-tabular-1,yaml,87,1745932672556,1745932773309,100.753,0
67f913a9b5c79e960807c7e3,reading-task-tabular-2,yaml,quiz2,1745932781232,1745932864532,83.3,0
67f913a9b5c79e960807c7e3,reading-task-tabular-3,yaml,2,1745932868709,1745932975202,106.493,0
67f913a9b5c79e960807c7e3,reading-task-tabular-4,yaml,Bob,1745932983660,1745933067354,83.694,0
67f913a9b5c79e960807c7e3,reading-task-tabular-5,yaml,"['Bob', 'Alice']",1745933076419,1745933234189,157.77,0
672003022f1b667a20157c45,reading-task-tabular-1,yaml,8,1745929167074,1745929208937,41.863,0
672003022f1b667a20157c45,reading-task-tabular-2,yaml,quiz1,1745929222116,1745929290648,68.532,0
672003022f1b667a20157c45,reading-task-tabular-3,yaml,4,1745929295270,1745929330780,35.51,0
672003022f1b667a20157c45,reading-task-tabular-4,yaml,Bob,1745929333569,1745929401492,67.923,0
672003022f1b667a20157c45,reading-task-tabular-5,yaml,['Eve'],1745929404913,1745929435876,30.963,0
671b65fe04c301eb14263ba5,reading-task-tabular-1,toml,87,1746146401064,1746146463982,62.918,0
671b65fe04c301eb14263ba5,reading-task-tabular-2,toml,quiz2,1746146472230,1746146549850,77.62,0
671b65fe04c301eb14263ba5,reading-task-tabular-3,toml,4,1746146556844,1746146599871,43.027,0
671b65fe04c301eb14263ba5,reading-task-tabular-4,toml,Bob,1746146608529,1746146640500,31.971,0
671b65fe04c301eb14263ba5,reading-task-tabular-5,toml,"['Bob', 'Alice']",1746146646458,1746146706637,60.179,0
6787d648d7b1963c661f9443,reading-task-tabular-1,json5,87,1746153397651,1746153405504,7.853,0
6787d648d7b1963c661f9443,reading-task-tabular-2,json5,quiz2,1746153411043,1746153417398,6.355,0
6787d648d7b1963c661f9443,reading-task-tabular-3,json5,4,1746153421752,1746153431201,9.449,0
6787d648d7b1963c661f9443,reading-task-tabular-4,json5,Eve,1746153436725,1746153478590,41.865,0
6787d648d7b1963c661f9443,reading-task-tabular-5,json5,['Alice'],1746153485625,1746153492356,6.731,0
66a9285501ac98053902d481,reading-task-tabular-1,toml,87,1746383732259,1746383777847,45.588,0
66a9285501ac98053902d481,reading-task-tabular-2,toml,quiz2,1746383781884,1746383815195,33.311,0
66a9285501ac98053902d481,reading-task-tabular-3,toml,4,1746383818522,1746383838810,20.288,0
66a9285501ac98053902d481,reading-task-tabular-4,toml,Bob,1746383842386,1746383865222,22.836,0
66a9285501ac98053902d481,reading-task-tabular-5,toml,"['Alice', 'Bob']",1746383867563,1746383951151,83.588,0
66a662a0a709312db9de01f2,reading-task-tabular-1,jsonc,87,1746156649221,1746156718660,69.439,0
66a662a0a709312db9de01f2,reading-task-tabular-2,jsonc,quiz2,1746156729907,1746156830729,100.822,0
66a662a0a709312db9de01f2,reading-task-tabular-3,jsonc,4,1746156839233,1746156899583,60.35,0
66a662a0a709312db9de01f2,reading-task-tabular-4,jsonc,Bob,1746156909738,1746156991444,81.706,0
66a662a0a709312db9de01f2,reading-task-tabular-5,jsonc,['Bob'],1746156999939,1746157036291,36.352,0
66b246951b9aefec80b7158a,reading-task-tabular-1,json,87,1746231082574,1746231154445,71.871,0
66b246951b9aefec80b7158a,reading-task-tabular-2,json,quiz2,1746231165725,1746231193274,27.549,0
66b246951b9aefec80b7158a,reading-task-tabular-3,json,4,1746231200375,1746231222913,22.538,0
66b246951b9aefec80b7158a,reading-task-tabular-4,json,Bob,1746231230875,1746231257347,26.472,0
66b246951b9aefec80b7158a,reading-task-tabular-5,json,"['Bob', 'Alice']",1746231263535,1746231327286,63.751,0
5d766978f47e6200019a2acf,reading-task-tabular-1,yaml,87,1745929617935,1745929684868,66.933,0
5d766978f47e6200019a2acf,reading-task-tabular-2,yaml,quiz2,1745929690355,1745929740526,50.171,0
5d766978f47e6200019a2acf,reading-task-tabular-3,yaml,4,1745929745458,1745929793964,48.506,0
5d766978f47e6200019a2acf,reading-task-tabular-4,yaml,Bob,1745929798249,1745929842782,44.533,0
5d766978f47e6200019a2acf,reading-task-tabular-5,yaml,"['Bob', 'Alice']",1745929846085,1745929970363,124.278,0
677d32c679491be18090225b,reading-task-tabular-1,xml,87,1746488473200,1746488555242,82.042,0
677d32c679491be18090225b,reading-task-tabular-2,xml,quiz2,1746488562176,1746488667787,105.611,0
677d32c679491be18090225b,reading-task-tabular-3,xml,5,1746488675224,1746488708765,33.541,0
677d32c679491be18090225b,reading-task-tabular-4,xml,Eve,1746488716526,1746488788222,71.696,0
677d32c679491be18090225b,reading-task-tabular-5,xml,['Alice'],1746488793101,1746488874606,81.505,0
67d163e7b7bcc1e9718e01da,reading-task-tabular-1,json5,87,1745930603886,1745930625099,21.213,0
67d163e7b7bcc1e9718e01da,reading-task-tabular-2,json5,quiz1,1745930635594,1745930870657,235.063,0
67d163e7b7bcc1e9718e01da,reading-task-tabular-3,json5,2,1745930882267,1745931002902,120.635,0
67d163e7b7bcc1e9718e01da,reading-task-tabular-4,json5,Bob,1745931016600,1745931214358,197.758,0
67d163e7b7bcc1e9718e01da,reading-task-tabular-5,json5,"['Bob', 'Alice']",1745931247009,1745931440424,193.415,0
665c5d94303fdf202ac9ded0,reading-task-tabular-1,toml,77,1747339776523,1747339805141,28.618,0
665c5d94303fdf202ac9ded0,reading-task-tabular-2,toml,quiz2,1747339817378,1747339864240,46.862,0
665c5d94303fdf202ac9ded0,reading-task-tabular-3,toml,4,1747339868989,1747339886576,17.587,0
665c5d94303fdf202ac9ded0,reading-task-tabular-4,toml,Bob,1747339890110,1747339917064,26.954,0
665c5d94303fdf202ac9ded0,reading-task-tabular-5,toml,"['Bob', 'Alice', 'Eve']",1747339920397,1747340022997,102.6,0
67ab650c320eccf6141d4010,reading-task-tabular-1,jsonc,8,1746145309474,1746145418397,108.923,0
67ab650c320eccf6141d4010,reading-task-tabular-2,jsonc,quiz2,1746145434204,1746145526162,91.958,0
67ab650c320eccf6141d4010,reading-task-tabular-3,jsonc,2,1746145533913,1746145717396,183.483,0
67ab650c320eccf6141d4010,reading-task-tabular-4,jsonc,Alice,1746145726730,1746145875053,148.323,0
67ab650c320eccf6141d4010,reading-task-tabular-5,jsonc,['Alice'],1746145884493,1746146017741,133.248,0
65fad673a546ab14baf2f8d3,reading-task-tabular-1,json5,87,1745929877289,1745930211251,333.962,0
65fad673a546ab14baf2f8d3,reading-task-tabular-2,json5,quiz2,1745930221729,1745930262678,40.949,0
65fad673a546ab14baf2f8d3,reading-task-tabular-3,json5,4,1745930269416,1745930297421,28.005,0
65fad673a546ab14baf2f8d3,reading-task-tabular-4,json5,Bob,1745930305687,1745930353694,48.007,0
