participantId,format,startTime,endTime,duration_sec,task,score
67895b7d6400163124042af7,jsonc,1747336946502,1747336981574,35.072,mental-demand,90
659960f32faa4ff4b116de92,toml,1747175794991,1747175841492,46.501,mental-demand,100
5f7f239e9b204e05b6c36538,json5,1746773792213,1746773826494,34.281,mental-demand,98
67b8636acd5ed420cc098b64,toml,1747178361717,1747178406544,44.827,mental-demand,99
57ca4b09993b08000192297b,xml,1747174420084,1747174450113,30.029,mental-demand,90
67d1cc8044430e99a7d91b4a,toml,1746781769828,1746781819359,49.531,mental-demand,96
6693ce87e76d32ccf07fbcd8,xml,1746772841777,1746772939535,97.758,mental-demand,90
680ebf035ab59d342f31726e,hjson,1747177786428,1747177845239,58.811,mental-demand,100
67f0d86fabc081fdc410e828,yaml,1746771593603,1746771655887,62.284,mental-demand,100
6691809035e52ca9b2b0f39a,yaml,1747177150984,1747177203935,52.951,mental-demand,85
678faf5b31008609fd85b185,json5,1747347281565,1747347318596,37.031,mental-demand,75
65e85a421f2dee53c62fbf45,json5,1746780430845,1746780612412,181.567,mental-demand,100
666b0b42bb6fa2822fa27a32,json5,1746770928874,1746770966878,38.004,mental-demand,82
6708da9c62672d0fe65b6683,jsonc,1747174778713,1747174859697,80.984,mental-demand,100
60f70af563ef757f65e750e0,xml,1746770758760,1746770810508,51.748,mental-demand,80
670f9ddb0e32533c222c3031,json,1746770231538,1746770266762,35.224,mental-demand,51
67d03135f855dd0ff0994265,toml,1746771975839,1746772027197,51.358,mental-demand,85
674f479b2a4ef75e4551f258,json5,1747340394932,1747340465514,70.582,mental-demand,95
5ee4a14b578f8a000b384376,yaml,1746769450659,1746769486549,35.89,mental-demand,98
63af557b3d4f219c3226b7d6,yaml,1747335492967,1747335517301,24.334,mental-demand,95
65583ffa38bfc41805a553cd,hjson,1747183195480,1747183253801,58.321,mental-demand,100
66684d30d1a0d64a3a348c82,yaml,1747337775393,1747337810817,35.424,mental-demand,95
60ec51c51a3158a50ded8a3e,json5,1747335899584,1747335931330,31.746,mental-demand,82
671bdd06525adeea062a1d73,json,1747173901476,1747173939290,37.814,mental-demand,46
6647e8618c77f7b938865d25,json5,1747363099123,1747363146087,46.964,mental-demand,74
613a541cf948d295c1df8752,jsonc,1746769823423,1746769878669,55.246,mental-demand,90
5e5c993cd0394c474f7cc502,toml,1747619832480,1747619867684,35.204,mental-demand,95
67c045fa5074c5500ca40e76,xml,1746775161849,1746775222202,60.353,mental-demand,100
67d2eaf9d5996dc6be1c7072,xml,1746771744794,1746771832877,88.083,mental-demand,100
60e2ebb6ad1d5ee0e515a7c5,yaml,1746769787571,1746769888144,100.573,mental-demand,85
